Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
110,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,29,1989,24,22,1891,21,0.1,0.33,0.1,0,0,0.14,0,0.1,0.33,0.43,0.1,0.43,0.07,0.07,0.13,0.2,0.07,0.13,0.2,0.07,0.2,Matches,56413b1f
111,Luiz Araújo,br BRA,FWMF,Lille,fr Ligue 1,22,1996,25,6,781,8.7,0.34,0.23,0.34,0,0,0.23,0.11,0.35,0.23,0.58,0.35,0.58,0.28,0.28,0.13,0.41,0.28,0.13,0.41,0.28,0.41,Matches,fa18c72e
112,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,32,30,2682,29.8,0.1,0,0.1,0,0,0.1,0.03,0.1,0,0.1,0.1,0.1,0.06,0.06,0.01,0.07,0.06,0.01,0.07,0.06,0.07,Matches,27a013f7
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,25,22,1950,21.7,0.05,0.09,0.05,0,0,0.28,0.05,0.05,0.09,0.14,0.05,0.14,0.04,0.04,0.02,0.06,0.04,0.02,0.06,0.04,0.06,Matches,850c0a0d
114,Joaquín Ardaiz,uy URU,FW,Frosinone,it Serie A,19,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,eb823875
115,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,25,1993,21,21,1890,21,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2f965a72
116,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,25,20,1772,19.7,0.05,0.05,0.05,0,0,0.2,0,0.05,0.05,0.1,0.05,0.1,0.02,0.02,0.05,0.07,0.02,0.05,0.07,0.02,0.07,Matches,fdd60087
117,Lorenzo Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,19,19,1682,18.7,0,0,0,0,0,0.11,0,0,0,0,0,0,0.03,0.03,0.01,0.05,0.03,0.01,0.05,0.03,0.05,Matches,68b78c2a
118,Nicolò Armini,it ITA,DF,Lazio,it Serie A,17,2001,1,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2f7407fa
119,Yoël Armougom,fr FRA,DFMF,Caen,fr Ligue 1,20,1998,29,20,1853,20.6,0,0.05,0,0,0,0.24,0.05,0,0.05,0.05,0,0.05,0.01,0.01,0.07,0.07,0.01,0.07,0.07,0.01,0.07,Matches,9dd5da03
120,Stuart Armstrong,sct SCO,MFFW,Southampton,eng Premier League,26,1992,29,16,1432,15.9,0.19,0.13,0.19,0,0,0.13,0,0.19,0.13,0.31,0.19,0.31,0.13,0.13,0.09,0.21,0.12,0.09,0.21,0.12,0.21,Matches,97333cf5
121,José Arnaiz,es ESP,DFMF,Leganés,es La Liga,23,1995,6,0,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0.08,0.15,0.05,0.08,0.14,0.05,0.14,Matches,46e07328
122,Marko Arnautović,at AUT,FW,West Ham,eng Premier League,29,1989,28,24,1990,22.1,0.45,0.18,0.41,0.05,0.05,0.14,0,0.45,0.18,0.63,0.41,0.59,0.43,0.4,0.15,0.56,0.44,0.15,0.59,0.4,0.56,Matches,459419
123,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,24,1994,33,33,2872,31.9,0.06,0.19,0.06,0,0,0.22,0,0.06,0.19,0.25,0.06,0.25,0.06,0.06,0.11,0.17,0.06,0.11,0.17,0.06,0.17,Matches,86e119e0
124,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,23,1994,36,36,3240,36,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,28d596a0
125,Harry Arter,ie IRL,MF,Cardiff City,eng Premier League,28,1989,25,24,1997,22.2,0,0.05,0,0,0,0.45,0,0,0.05,0.05,0,0.05,0.05,0.05,0.03,0.08,0.05,0.03,0.08,0.05,0.08,Matches,2f4c5a52
126,Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,32,30,2671,29.7,0,0.03,0,0,0,0.2,0,0,0.03,0.03,0,0.03,0.01,0.01,0.05,0.06,0.01,0.05,0.06,0.01,0.06,Matches,089550f5
127,Takuma Asano,jp JPN,MFFW,Hannover 96,de Bundesliga,23,1994,13,9,699,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0.06,0.21,0.14,0.06,0.2,0.14,0.2,Matches,13ddc856
128,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27,27,2428,27,0,0,0,0,0,0.37,0.04,0,0,0,0,0,0.05,0.05,0.03,0.08,0.05,0.03,0.08,0.05,0.08,Matches,e26fcca3
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32,32,2880,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9f0ea33f
130,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,22,1996,30,19,1779,19.8,0.05,0.2,0.05,0,0,0.15,0,0.05,0.2,0.25,0.05,0.25,0.22,0.22,0.2,0.42,0.22,0.2,0.43,0.22,0.43,Matches,45af8a54
131,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,30,1987,27,26,2251,25,0.8,0.24,0.6,0.2,0.2,0.2,0,0.8,0.24,1.04,0.6,0.84,0.53,0.38,0.21,0.59,0.53,0.21,0.74,0.37,0.59,Matches,7dcf86f6
132,Simon Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,dfc85b89
133,Youcef Atal,dz ALG,DFMF,Nice,fr Ligue 1,22,1996,29,25,2263,25.1,0.24,0,0.24,0,0.04,0.32,0,0.24,0,0.24,0.24,0.24,0.14,0.12,0.14,0.25,0.14,0.13,0.28,0.11,0.25,Matches,6a827d8e
134,Christian Atsu,gh GHA,MFFW,Newcastle Utd,eng Premier League,26,1992,28,15,1493,16.6,0.06,0,0.06,0,0,0.12,0,0.06,0,0.06,0.06,0.06,0.12,0.12,0.07,0.19,0.12,0.07,0.19,0.12,0.19,Matches,8816329f
135,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,29,1989,36,30,2726,30.3,0.73,0.17,0.59,0.13,0.17,0,0,0.73,0.17,0.89,0.59,0.76,0.7,0.57,0.13,0.7,0.7,0.13,0.83,0.57,0.7,Matches,d5dd5f1f
136,Emil Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36,36,3240,36,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,649b01d8
137,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,17,4,461,5.1,0.59,0,0.59,0,0,0,0,0.59,0,0.59,0.59,0.59,0.49,0.49,0.18,0.67,0.49,0.17,0.66,0.49,0.66,Matches,97bfa797
138,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,34,34,3026,33.6,0.03,0.12,0.03,0,0,0.15,0,0.03,0.12,0.15,0.03,0.15,0.04,0.04,0.08,0.12,0.04,0.08,0.11,0.04,0.11,Matches,9fec8860
139,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,25,1992,8,6,564,6.3,0,0.32,0,0,0,0.16,0,0,0.32,0.32,0,0.32,0.03,0.03,0.1,0.13,0.03,0.1,0.13,0.03,0.13,Matches,5c2b4f07
140,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,25,11,983,10.9,0.18,0.18,0.18,0,0.09,0.09,0,0.18,0.18,0.37,0.18,0.37,0.33,0.28,0.02,0.3,0.33,0.02,0.35,0.29,0.31,Matches,8d228291
141,Ezequiel Ávila,ar ARG,FWMF,Huesca,es La Liga,24,1994,34,20,1997,22.2,0.45,0.09,0.41,0.05,0.05,0.54,0.05,0.45,0.09,0.54,0.41,0.5,0.3,0.27,0.12,0.39,0.3,0.12,0.42,0.27,0.39,Matches,253a06b9
142,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,20,14,1181,13.1,0.08,0.15,0.08,0,0,0.23,0,0.08,0.15,0.23,0.08,0.23,0.19,0.19,0.08,0.28,0.19,0.09,0.28,0.19,0.28,Matches,da052c14
143,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,28,28,2449,27.2,0.15,0.04,0.15,0,0,0.37,0,0.15,0.04,0.18,0.15,0.18,0.08,0.08,0.01,0.1,0.09,0.01,0.1,0.09,0.1,Matches,2200181e
144,Floyd Ayité,tg TOG,FWMF,Fulham,eng Premier League,29,1988,16,3,476,5.3,0.19,0,0.19,0,0,0,0,0.19,0,0.19,0.19,0.19,0.06,0.06,0.06,0.13,0.07,0.06,0.13,0.07,0.13,Matches,fd5888a0
145,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,38,38,3402,37.8,0.03,0.13,0.03,0,0,0.11,0,0.03,0.13,0.16,0.03,0.16,0.02,0.02,0.06,0.08,0.02,0.06,0.08,0.02,0.08,Matches,53cad200
146,Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,26,25,2110,23.4,0.04,0,0.04,0,0,0.17,0.09,0.04,0,0.04,0.04,0.04,0.05,0.05,0,0.05,0.05,0,0.05,0.05,0.05,Matches,1f54ed90
147,Florian Baak,de GER,MF,Hertha BSC,de Bundesliga,19,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,150d5992
148,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,2,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d3ce9f1f
149,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,29,16,1488,16.5,0.42,0.12,0.3,0.12,0.12,0,0,0.42,0.12,0.54,0.3,0.42,0.47,0.38,0.07,0.45,0.47,0.07,0.54,0.38,0.45,Matches,422ec08a
150,Ryan Babel,nl NED,FWMF,Fulham,eng Premier League,31,1986,16,15,1251,13.9,0.36,0.22,0.36,0,0,0.22,0,0.36,0.22,0.58,0.36,0.58,0.34,0.34,0.16,0.5,0.33,0.16,0.49,0.33,0.49,Matches,6438d426
151,Carlos Bacca,co COL,FW,Villarreal,es La Liga,31,1986,33,12,1270,14.1,0.43,0.07,0.35,0.07,0.07,0.21,0,0.43,0.07,0.5,0.35,0.43,0.4,0.35,0.16,0.51,0.41,0.16,0.56,0.35,0.51,Matches,09a9e921
152,Juninho Bacuna,cw CUW,MFDF,Huddersfield,eng Premier League,20,1997,21,16,1412,15.7,0.06,0,0.06,0,0,0.25,0,0.06,0,0.06,0.06,0.06,0.04,0.04,0.1,0.15,0.04,0.11,0.14,0.04,0.14,Matches,aaf1bf05
153,Leandro Bacuna,cw CUW,MFDF,Cardiff City,eng Premier League,26,1991,11,4,561,6.2,0,0,0,0,0,0.32,0,0,0,0,0,0,0.02,0.02,0,0.02,0.01,0,0.02,0.01,0.02,Matches,9dc69d38
154,Milan Badelj,hr CRO,MF,Lazio,it Serie A,29,1989,23,14,1141,12.7,0.08,0,0.08,0,0,0.47,0,0.08,0,0.08,0.08,0.08,0.04,0.04,0.05,0.09,0.04,0.04,0.08,0.04,0.08,Matches,e8c930bb
155,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,17,2001,20,20,1762,19.6,0.05,0,0.05,0,0,0.2,0,0.05,0,0.05,0.05,0.05,0.03,0.03,0.01,0.04,0.03,0,0.03,0.03,0.03,Matches,06df8256
156,Holger Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,10,5,522,5.8,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,45b7edae
157,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,1992,32,31,2469,27.4,0.4,0.04,0.33,0.07,0.11,0.11,0,0.4,0.04,0.44,0.33,0.36,0.32,0.24,0.11,0.35,0.33,0.1,0.43,0.24,0.35,Matches,5046b7d4
158,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,34,1984,33,33,2815,31.3,0,0.03,0,0,0,0.22,0,0,0.03,0.03,0,0.03,0.03,0.03,0.05,0.07,0.03,0.05,0.07,0.03,0.07,Matches,f261abcb
159,Leon Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,20,1997,29,21,1914,21.3,0.23,0.05,0.23,0,0,0.19,0,0.24,0.05,0.28,0.24,0.28,0.27,0.27,0.17,0.44,0.27,0.17,0.44,0.27,0.44,Matches,3a233281
160,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,12,8,638,7.1,0,0,0,0,0,0,0.14,0,0,0,0,0,0.03,0.03,0,0.03,0.02,0,0.02,0.02,0.02,Matches,a1232f4e
161,Leighton Baines,eng ENG,DF,Everton,eng Premier League,33,1984,6,5,375,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.05,0.05,0.02,0.04,0.06,0.02,0.06,Matches,b18095b6
162,Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,1989,25,16,1470,16.3,0.06,0,0.06,0,0,0.31,0,0.06,0,0.06,0.06,0.06,0.03,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.06,Matches,04c11885
163,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,23,1994,31,26,2301,25.6,0.04,0.04,0.04,0,0,0.23,0.04,0.04,0.04,0.08,0.04,0.08,0.05,0.05,0.07,0.12,0.05,0.07,0.12,0.05,0.12,Matches,59bf127b
164,Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,20,1998,15,10,937,10.4,0,0,0,0,0,0.1,0,0,0,0,0,0,0.06,0.06,0.09,0.14,0.06,0.09,0.15,0.06,0.15,Matches,442b56fa
165,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,26,1991,23,23,2013,22.4,0.04,0,0.04,0,0,0.09,0,0.04,0,0.04,0.04,0.04,0.08,0.08,0,0.08,0.08,0,0.08,0.08,0.08,Matches,3626f7d9
166,Keita Baldé,sn SEN,FWMF,Inter,it Serie A,23,1995,24,8,889,9.9,0.51,0.2,0.51,0,0,0.2,0.1,0.51,0.2,0.71,0.51,0.71,0.34,0.34,0.17,0.53,0.35,0.18,0.52,0.35,0.52,Matches,509a4ccb
167,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,29,1989,29,21,1786,19.8,0.4,0.15,0.35,0.05,0.05,0.2,0,0.4,0.15,0.55,0.35,0.5,0.42,0.38,0.12,0.49,0.42,0.12,0.53,0.38,0.5,Matches,a58bb1e1
168,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,11,6,523,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.07,0.08,0,0.08,Matches,1fe67e86
169,Andrija Balić,hr CRO,MFFW,Udinese,it Serie A,20,1997,4,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0.08,0.28,0.36,0.08,0.36,Matches,9be4ee80
170,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,21,1997,18,18,1593,17.7,0,0.06,0,0,0,0.17,0,0,0.06,0.06,0,0.06,0.02,0.02,0.07,0.08,0.01,0.07,0.08,0.01,0.08,Matches,f449640d
171,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,21,1997,18,18,1594,17.7,0,0.17,0,0,0,0.23,0,0,0.17,0.17,0,0.17,0.02,0.02,0.15,0.16,0.02,0.15,0.16,0.02,0.16,Matches,f449640d
172,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,1980,20,15,1076,12,0,0.08,0,0,0,0.25,0,0,0.08,0.08,0,0.08,0.01,0.01,0.07,0.08,0.01,0.08,0.09,0.01,0.09,Matches,4e7bfc23
173,Leon Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,8,5,594,6.6,0.15,0,0.15,0,0,0.3,0,0.15,0,0.15,0.15,0.15,0.02,0.02,0,0.02,0.01,0,0.01,0.01,0.01,Matches,78e68b4d
174,Mario Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,1990,15,12,933,10.4,0.77,0,0.77,0,0,0.48,0.1,0.77,0,0.77,0.77,0.77,0.54,0.54,0.03,0.57,0.54,0.03,0.57,0.54,0.57,Matches,8ff07990
175,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,27,1990,10,9,752,8.4,0,0.12,0,0,0,0.6,0,0,0.12,0.12,0,0.12,0.29,0.29,0.12,0.42,0.29,0.13,0.42,0.29,0.42,Matches,8ff07990
176,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,28,1990,30,29,2573,28.6,0,0.14,0,0,0,0.21,0,0,0.14,0.14,0,0.14,0.01,0.01,0.06,0.06,0.01,0.05,0.06,0.01,0.06,Matches,7fecbcdb
177,Jonathan Bamba,fr FRA,FWMF,Lille,fr Ligue 1,22,1996,38,35,3004,33.4,0.39,0.09,0.36,0.03,0.03,0.12,0,0.39,0.09,0.48,0.36,0.45,0.24,0.22,0.18,0.4,0.24,0.18,0.42,0.22,0.4,Matches,b2bd0f6c
178,Sol Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,28,28,2474,27.5,0.15,0.04,0.15,0,0,0.25,0,0.15,0.04,0.18,0.15,0.18,0.09,0.09,0.01,0.09,0.09,0.01,0.1,0.09,0.1,Matches,5534217d
179,Yacine Bammou,ma MAR,FWMF,Caen,fr Ligue 1,26,1991,17,9,923,10.3,0.19,0,0.1,0.1,0.1,0.19,0,0.2,0,0.2,0.1,0.1,0.12,0.05,0.05,0.1,0.12,0.05,0.17,0.05,0.1,Matches,a1d04509
180,Éver Banega,ar ARG,MF,Sevilla,es La Liga,30,1988,32,32,2667,29.6,0.1,0.17,0.03,0.07,0.07,0.57,0.07,0.1,0.17,0.27,0.03,0.2,0.11,0.06,0.11,0.17,0.11,0.11,0.22,0.06,0.17,Matches,fa937f7a
181,Mattia Bani,it ITA,DF,Chievo,it Serie A,24,1993,30,29,2610,29,0,0,0,0,0,0.28,0.03,0,0,0,0,0,0.04,0.04,0.01,0.05,0.04,0.01,0.05,0.04,0.05,Matches,0821331c
182,Léo Baptistão,br BRA,FWMF,Espanyol,es La Liga,25,1992,20,14,1233,13.7,0.15,0.15,0.07,0.07,0.07,0.22,0,0.15,0.15,0.29,0.07,0.22,0.34,0.29,0.2,0.49,0.35,0.2,0.54,0.29,0.49,Matches,35f6db55
183,Antonín Barák,cz CZE,MFFW,Udinese,it Serie A,23,1994,8,4,329,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0.03,0.08,0.07,0.01,0.09,0.07,0.09,Matches,01efac19
184,Federico Barba,it ITA,DF,Chievo,it Serie A,24,1993,30,29,2483,27.6,0,0,0,0,0,0.22,0.07,0,0,0,0,0,0.03,0.03,0.04,0.07,0.03,0.04,0.07,0.03,0.07,Matches,c010b898
185,Danilo Barbosa,br BRA,MF,Nice,fr Ligue 1,22,1996,22,18,1548,17.2,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0.15,0.15,0.04,0.19,0.15,0.04,0.19,0.15,0.19,Matches,0557ff4f
186,Enis Bardhi,mk MKD,MF,Levante,es La Liga,23,1995,36,31,2836,31.5,0.1,0.13,0.1,0,0,0.19,0,0.1,0.13,0.22,0.1,0.22,0.12,0.12,0.09,0.21,0.12,0.09,0.21,0.12,0.21,Matches,cac2537b
187,Francesco Bardi,it ITA,GK,Frosinone,it Serie A,26,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0acda699
188,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,33,1985,19,19,1670,18.6,0,0,0,0,0,0.48,0,0,0,0,0,0,0.01,0.01,0.04,0.05,0.01,0.04,0.05,0.01,0.05,Matches,1ae30132
189,Nicolò Barella,it ITA,MFFW,Cagliari,it Serie A,21,1997,35,35,3107,34.5,0.03,0.09,0.03,0,0.03,0.29,0.06,0.03,0.09,0.12,0.03,0.12,0.08,0.06,0.09,0.15,0.08,0.09,0.17,0.06,0.15,Matches,6928979a
190,Philipp Bargfrede,de GER,MFDF,Werder Bremen,de Bundesliga,29,1989,15,13,1079,12,0,0,0,0,0,0.5,0,0,0,0,0,0,0.01,0.01,0.02,0.03,0.01,0.02,0.03,0.01,0.03,Matches,3f7cd8f1
191,Antonino Barillà,it ITA,MF,Parma,it Serie A,30,1988,31,30,2618,29.1,0.1,0.07,0.1,0,0,0.34,0,0.1,0.07,0.17,0.1,0.17,0.08,0.08,0.06,0.14,0.08,0.06,0.14,0.08,0.14,Matches,a64cbd35
192,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,24,1993,27,13,1245,13.8,0.22,0.36,0.22,0,0,0.07,0,0.22,0.36,0.58,0.22,0.58,0.27,0.27,0.15,0.42,0.27,0.15,0.42,0.27,0.42,Matches,3a24769f
193,Aymen Barkok,ma MAR,MF,Düsseldorf,de Bundesliga,20,1998,12,4,510,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.07,0.04,0.03,0.07,0.04,0.07,Matches,a2a85828
194,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,28,1989,37,26,2388,26.5,0.45,0.08,0.38,0.08,0.08,0.3,0,0.45,0.08,0.53,0.38,0.45,0.43,0.38,0.14,0.52,0.43,0.14,0.57,0.38,0.52,Matches,2691c772
195,Harvey Barnes,eng ENG,FWMF,Leicester City,eng Premier League,20,1997,16,11,1004,11.2,0.09,0.18,0.09,0,0,0,0,0.09,0.18,0.27,0.09,0.27,0.29,0.29,0.12,0.4,0.29,0.12,0.4,0.29,0.4,Matches,3ea50f67
196,Antonio Barragán,es ESP,DFMF,Betis,es La Liga,31,1987,14,12,934,10.4,0,0,0,0,0,0.38,0,0,0,0,0,0,0.02,0.02,0.08,0.1,0.02,0.07,0.09,0.02,0.09,Matches,487d9b09
197,Antonio Barreca,it ITA,DF,Newcastle Utd,eng Premier League,23,1995,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6a189491
198,Antonio Barreca,it ITA,DF,Monaco,fr Ligue 1,23,1995,7,7,593,6.6,0,0.15,0,0,0,0,0,0,0.15,0.15,0,0.15,0.02,0.02,0.06,0.09,0.02,0.07,0.09,0.02,0.09,Matches,6a189491
199,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,18,2000,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches,00242b75
200,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,16,2001,9,5,399,4.4,0.23,0,0.23,0,0,0,0,0.23,0,0.23,0.23,0.23,0.09,0.09,0.14,0.23,0.08,0.14,0.22,0.08,0.22,Matches,200e89e1
201,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,34,1984,12,9,785,8.7,0,0.23,0,0,0,0.23,0,0,0.23,0.23,0,0.23,0.07,0.07,0.15,0.23,0.07,0.15,0.22,0.07,0.22,Matches,43a1bea5
202,Musa Barrow,gm GAM,FWMF,Atalanta,it Serie A,19,1998,22,6,601,6.7,0.15,0.3,0.15,0,0,0,0,0.15,0.3,0.45,0.15,0.45,0.45,0.45,0.12,0.57,0.46,0.12,0.58,0.46,0.58,Matches,e5bf73f3
203,Fin Bartels,de GER,FW,Werder Bremen,de Bundesliga,31,1987,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,acc7b7ec
204,Marc Bartra,es ESP,DF,Betis,es La Liga,27,1991,33,33,2928,32.5,0.03,0,0.03,0,0,0.12,0,0.03,0,0.03,0.03,0.03,0.02,0.02,0.01,0.03,0.02,0.01,0.03,0.02,0.03,Matches,b742cc0d
205,Andrea Barzagli,it ITA,DF,Juventus,it Serie A,37,1981,7,4,260,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7c0000fd
206,Daniele Baselli,it ITA,MF,Torino,it Serie A,26,1992,34,27,2379,26.4,0.15,0.04,0.15,0,0,0.19,0,0.15,0.04,0.19,0.15,0.19,0.1,0.1,0.13,0.23,0.1,0.13,0.23,0.1,0.23,Matches,ea06dd97
207,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,21,1996,23,16,1333,14.8,0.14,0,0.14,0,0,0.2,0,0.14,0,0.14,0.14,0.14,0.09,0.09,0.15,0.24,0.09,0.15,0.23,0.09,0.23,Matches,80556f08
208,Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,19,1999,2,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,65391fa7
209,Borja Bastón,es ESP,FW,Alavés,es La Liga,25,1992,27,18,1439,16,0.31,0.06,0.31,0,0,0.25,0,0.31,0.06,0.38,0.31,0.38,0.36,0.36,0.07,0.42,0.35,0.07,0.42,0.35,0.42,Matches,8c44e37b
210,Alessandro Bastoni,it ITA,DF,Parma,it Serie A,19,1999,24,18,1690,18.8,0.05,0,0.05,0,0,0.11,0,0.05,0,0.05,0.05,0.05,0.03,0.03,0.01,0.04,0.03,0.01,0.05,0.03,0.05,Matches,75b86fb3
211,Bastos,ao ANG,DF,Lazio,it Serie A,27,1991,18,11,1139,12.7,0.08,0,0.08,0,0,0.24,0,0.08,0,0.08,0.08,0.08,0.07,0.07,0,0.07,0.07,0,0.07,0.07,0.07,Matches,c01c66d9
212,Michy Batshuayi,be BEL,FW,Valencia,es La Liga,24,1993,15,4,527,5.9,0.17,0,0.17,0,0,0.51,0,0.17,0,0.17,0.17,0.17,0.39,0.39,0.12,0.49,0.39,0.12,0.5,0.39,0.5,Matches,2973d8ff
213,Michy Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,24,1993,11,9,750,8.3,0.6,0,0.6,0,0,0,0,0.6,0,0.6,0.6,0.6,0.41,0.41,0.01,0.42,0.41,0.01,0.42,0.41,0.42,Matches,2973d8ff
214,Robert Bauer,de GER,DF,Nürnberg,de Bundesliga,23,1995,22,19,1722,19.1,0,0,0,0,0,0.21,0.05,0,0,0,0,0,0.01,0.01,0.03,0.05,0.01,0.03,0.05,0.01,0.05,Matches,9b88e120
215,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,28,1990,33,33,2970,33,0,0.03,0,0,0,0,0,0,0.03,0.03,0,0.03,0,0,0.02,0.02,0,0.02,0.02,0,0.02,Matches,47064058
216,Timo Baumgartl,de GER,DF,Stuttgart,de Bundesliga,22,1996,18,18,1620,18,0.06,0,0.06,0,0,0.11,0,0.06,0,0.06,0.06,0.06,0.01,0.01,0,0.02,0.01,0,0.01,0.01,0.01,Matches,bd7d2e6d
217,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,30,1988,21,16,1559,17.3,0,0.06,0,0,0,0.12,0,0,0.06,0.06,0,0.06,0.05,0.05,0.05,0.1,0.05,0.05,0.1,0.05,0.1,Matches,69374ff5
